Sample_ID,Group_ID,Language,Hate_Type,Text,Source_Dataset
122,122,Albanian,WOMEN,Filluam të shpërbëheshim kur lejuam gratë të votonin/të ndërhynin në civilizimet tona që i kishim ndërtuar dhe mbajtur për mijëra vjet. Një energji dhe mendësi krejtësisht tjetër. Ato janë të dobëta dhe e ulën shoqërinë tonë në nivelin e tyre emocional të butë.,CONAN
123,123,Albanian,JEWS,"Ekstremistët sionistë komplotojnë në Jeruzalem. Objektivat e tyre janë të shkaktojnë kaos, masakra, vrasje, të krijojnë më shumë refugjatë dhe të shkatërrojnë Evropën.",CONAN
124,124,Albanian,other,"Një hebre amerikan, ashtu si një mysliman, është një i jashtëm, besnik ndaj fisit të tij të lindjes, që sillet si pjesë e grupit për të nënshtruar normat kulturore, politike dhe sociale. Nuk kemi pse të zgjedhim, është në rregull t’i urrejmë të dy.",CONAN
125,125,Albanian,LGBT+,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.",CONAN
126,126,Albanian,LGBT+,Që kur është bërë abuzimi i anusit si organ seksual një 'arritje monumentale'? KJO ËSHTË HOMOSEKSUALITET I IMPONUAR NGA SHTETI! Ndoshta duhet ta ndryshojmë moton tonë në ‘Besojmë te Kamata dhe Sodomia’ (në përgjigje të dekriminalizimit të homoseksualitetit nga Botsvana).,CONAN
127,127,Albanian,WOMEN,"Kjo është arsyeja pse gratë nuk i përkasin politikës, nëse një burrë do të ankohej si ato, do ta quanin frikacak dhe do t’i thoshin të largohej. Barazia është një gënjeshtër dhe feminizmi është një dënim me vdekje për çdo civilizim.",CONAN
128,128,Albanian,MIGRANTS,Pakistan: 202 milion Nigeria: 193 milion Bangladesh: 165 milion Etiopi: 107 milion Kongo: 84 milion Britania e Madhe: 66 milion ‘Pakicat etnike’ Mos më bëj të qesh.,CONAN
129,129,Albanian,MIGRANTS,Pakistan: 202 milion Nigeria: 193 milion Bangladesh: 165 milion Etiopi: 107 milion Kongo: 84 milion Britania e Madhe: 66 milion ‘Pakicat etnike’ Mos më bëj të qesh.,CONAN
130,130,Albanian,MIGRANTS,"E mora këtë në Wanstead, lindje të Londrës. Një zonë me shtëpi mbi 1 milion £. Lypës në rrugën kryesore dhe dikush që fle në stol. Nuk mund të strehojmë njerëzit tanë, por sjellim miliona të tjerë. Të thuash që pastrehësia vjen nga emigracioni i pakontrolluar të quajnë ‘racist’.",CONAN
131,132,Albanian,other,Ndoshta OKB mund të flasë me ato vende aziatike dhe afrikane përgjegjëse për mbi 90% të ndotjes së oqeaneve në vend që të insistojë në këtë marrëzi për ndryshimet klimatike.,CONAN
132,134,Albanian,WOMEN,Feministet kanë fituar. Me kaq shumë gra që nuk duan të riprodhojnë ne do të zëvendësohemi dhe do të humbasim civilizimin tonë.,CONAN
133,135,Albanian,WOMEN,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.",CONAN
134,136,Albanian,JEWS,Nazistët ishin të dobët në vrasjen e hebrenjve… kudo që shikon ka të mbijetuar nga Holokausti.,CONAN
135,137,Albanian,JEWS,‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.,CONAN
137,139,Albanian,LGBT+,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.",CONAN
138,140,Albanian,WOMEN,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.",CONAN
139,141,Albanian,WOMEN,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.",CONAN
140,142,Albanian,LGBT+,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.",CONAN
141,143,Albanian,LGBT+,Që kur është bërë abuzimi i anusit si organ seksual një 'arritje monumentale'? KJO ËSHTË HOMOSEKSUALITET I IMPONUAR NGA SHTETI! Ndoshta duhet ta ndryshojmë moton tonë në ‘Besojmë te Kamata dhe Sodomia’ (në përgjigje të dekriminalizimit të homoseksualitetit nga Botsvana).,CONAN
142,144,Albanian,JEWS,‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.,CONAN
145,147,Albanian,MIGRANTS,"E mora këtë në Wanstead, lindje të Londrës. Një zonë me shtëpi mbi 1 milion £. Lypës në rrugën kryesore dhe dikush që fle në stol. Nuk mund të strehojmë njerëzit tanë, por sjellim miliona të tjerë. Të thuash që pastrehësia vjen nga emigracioni i pakontrolluar të quajnë ‘racist’.",CONAN
146,148,Albanian,JEWS,Pakicat votojnë për t’u hequr pasurinë dhe pushtetin të bardhëve dhe ato organizohen për ta bërë këtë nga hebrenjtë.,CONAN
147,149,Albanian,LGBT+,E tolerova krenarinë e homoseksualëve. I tolerova homoseksualët në TV dhe në çdo shesh qyteti. Vijën e kuqe e vë tek demonët trans që u lexojnë libra fëmijëve. (rreth kohës së tregimeve të drag queens),CONAN
148,0,Arabic,other,ربما يجب على الأمم المتحدة أن تتحدث مع تلك الدول الآسيوية والأفريقية المسؤولة عن أكثر من 90٪ من تلوث المحيطات بدلاً من الإصرار على هذا الهراء حول تغير المناخ.,CONAN
149,1,Arabic,JEWS,‘العصير (اليهود) أسوأ من القنابل النووية.’ تعليق على ميم يظهر هيروشيما عام 1945 والوقت الحاضر، مقارنة بصور ديترويت عام 1945 والوقت الحاضر.,CONAN
150,2,Arabic,MIGRANTS,قفز عدد الأجانب الذين يحصلون على إعانات في المملكة المتحدة بنسبة 41٪ خلال خمس سنوات مع حصول أكثر من 400 ألف شخص الآن على مدفوعات. يجب أن يتوقف هذا الهراء.,CONAN
151,3,Arabic,JEWS,لا يمكن لليهود أن يكونوا وطنيين، لأن ولاءهم سيكون دائمًا لدولة إسرائيل.,CONAN
152,4,Arabic,JEWS,إسرائيل، الصهيونية وسيطرة اليهود المتفوقين على أمريكا هي الأسباب الرئيسية للإرهاب وعدم الاستقرار والصراع في العالم. كل النظريات الأخرى هي تشتيت عن هذه الحقيقة المطلقة.,CONAN
153,5,Arabic,WOMEN,النساء مثل الأطفال في الأساس، يظللن هكذا معظم حياتهن. ناعمة وعاطفية. لقد دمر ذلك حضاراتنا الأبوية العظيمة.,CONAN
154,6,Arabic,MIGRANTS,قفز عدد الأجانب الذين يحصلون على إعانات في المملكة المتحدة بنسبة 41٪ خلال خمس سنوات مع حصول أكثر من 400 ألف شخص الآن على مدفوعات. يجب أن يتوقف هذا الهراء.,CONAN
155,7,Arabic,POC,العرق هو بناء اجتماعي، وإذا رأيت أي اختلاف بين هاتين المرأتين، فهذا لأن لديك مرض عقلي. [صورة تظهر رياضية أوروبية شقراء، بجانب صورة لامرأة أفريقية ترتدي صحن شفاه],CONAN
156,8,Arabic,WOMEN,من أنت بحق الجحيم؟ لقد سئمنا من الكارهات للرجال اللواتي يحاولن تقويض الرجال البيض الأقوياء، بينما هن فقط غيورات وغير كفؤات وعديمات الفائدة.,CONAN
157,9,Arabic,WOMEN,النساء مثل الأطفال في الأساس، يظللن هكذا معظم حياتهن. ناعمة وعاطفية. لقد دمر ذلك حضاراتنا الأبوية العظيمة.,CONAN
158,10,Arabic,WOMEN,من أنت بحق الجحيم؟ لقد سئمنا من الكارهات للرجال اللواتي يحاولن تقويض الرجال البيض الأقوياء. إنهن فقط غيورات وغير كفؤات وعديمات الفائدة.,CONAN
159,11,Arabic,other,يضحكني بحق الجحيم، لماذا لا ينبغي أن يكون البيض متفوقين في بلد أغلبه من البيض؟ لماذا لا يشتكي أحد من تفوق السود في دول السود مثل الصومال؟ أو تفوق المكسيكيين؟ أو الهنود؟ فقط نحن من يتحمل هذا الهراء.,CONAN
160,12,Arabic,JEWS,ما الفرق بين البقرة والمحرقة؟ تتوقف عن حلب البقرة بعد 70 عامًا.,CONAN
161,13,Arabic,WOMEN,بدأنا في الانهيار عندما سمحنا للنساء بالتصويت/التدخل في الحضارة التي بنيناها وحافظنا عليها لآلاف السنين. طاقة وأنماط تفكير مختلفة تمامًا. إنهن ضعيفات ويخفضن مجتمعنا إلى مستواهن العاطفي الناعم.,CONAN
162,14,Arabic,JEWS,اليهود يحبون عزل مناطق لأنفسهم، بينما يملؤون أحياء البيض بالإسكان الاجتماعي من خلال قضاتهم.,CONAN
163,15,Arabic,JEWS,الأقليات تصوت لتجريد البيض من الثروة والسلطة ويتم تنظيمهم للقيام بذلك من قبل اليهود.,CONAN
164,16,Arabic,JEWS,إسرائيل، الصهيونية وسيطرة اليهود المتفوقين على أمريكا هي الأسباب الرئيسية للإرهاب وعدم الاستقرار والصراع في العالم. كل النظريات الأخرى هي تشتيت عن هذه الحقيقة المطلقة.,CONAN
165,17,Arabic,JEWS,اليهود قاموا بهجمات: يو إس إس ليبرتي، فندق الملك داود، نيويورك 9/11، لندن 7/7,CONAN
166,18,Arabic,JEWS,المتطرفون الصهاينة يتآمرون في القدس. أهدافهم هي إحداث الفوضى والدمار والقتل وخلق المزيد من اللاجئين وتدمير أوروبا.,CONAN
167,19,Arabic,JEWS,ماذا لو كان جميع حكامنا من المتحرشين بالأطفال الذين يسيطر عليهم اليهود؟ هذا سيفسر الكثير.,CONAN
168,20,Arabic,JEWS,اليهود حول العالم لم يريدوا خروج بريطانيا من الاتحاد الأوروبي وهم يفعلون كل ما في وسعهم لإفشاله.,CONAN
169,21,Arabic,JEWS,اليهود قاموا بهجمات: يو إس إس ليبرتي، فندق الملك داود، نيويورك 9/11، لندن 7/7,CONAN
170,22,Arabic,other,اليهودي الأمريكي، مثل المسلم، غريب، مخلص لقبيلته الأصلية، يتظاهر بأنه عضو في المجموعة من أجل تخريب المعايير الثقافية والسياسية والاجتماعية. لا يجب علينا الاختيار، من الجيد كره كليهما.,CONAN
171,23,Arabic,other,اليهودي الأمريكي، مثل المسلم، غريب، مخلص لقبيلته الأصلية، يتظاهر بأنه عضو في المجموعة من أجل تخريب المعايير الثقافية والسياسية والاجتماعية. لا يجب علينا الاختيار، من الجيد كره كليهما.,CONAN
172,24,Arabic,LGBT+,وزير التعليم البريطاني: 'جميع الأطفال من سن 4 سنوات سيحصلون على دروس إلزامية حول العلاقات المثلية.' – هذا ليس تعليمًا، هذا تلاعب وتلقين للأطفال ومنعهم من تطوير شخصياتهم.,CONAN
173,25,Arabic,WOMEN,من أنت بحق الجحيم؟ لقد سئمنا من الكارهات للرجال اللواتي يحاولن تقويض الرجال البيض الأقوياء، بينما هن فقط غيورات وغير كفؤات وعديمات الفائدة.,CONAN
174,26,Arabic,other,نشرت الحكومة البريطانية مؤخرًا ورقة حول 'الأضرار عبر الإنترنت' – بمعنى آخر، سيعملون مع المنظمات اليهودية والإسلامية لمكافحة الكراهية لفرض الرقابة على الإنترنت. (في إشارة إلى Tell Mama و CST و Stop Hate UK),CONAN
175,27,Arabic,LGBT+,منذ متى أصبح استخدام فتحة الشرج كعضو جنسي 'إنجازًا عظيمًا'؟ هذه هي المثلية المفروضة من الدولة! ربما يجب أن نغير شعارنا إلى 'نثق في الربا واللواط' (ردًا على إلغاء بوتسوانا تجريم المثلية),CONAN
176,28,Arabic,WOMEN,لهذا السبب لا تنتمي النساء إلى السياسة، إذا اشتكى رجل مثلهن، فسوف يطلق عليه جبان ويطلب منه مغادرة الوظيفة. المساواة كذبة والنسوية حكم بالإعدام لأي حضارة.,CONAN
177,29,Arabic,MIGRANTS,باكستان: 202 مليون نيجيريا: 193 مليون بنغلاديش: 165 مليون إثيوبيا: 107 مليون الكونغو: 84 مليون بريطانيا العظمى: 66 مليون 'الأقليات العرقية' لا تضحكني بحق الجحيم!,CONAN
178,30,Arabic,LGBT+,وزير التعليم البريطاني: 'جميع الأطفال من سن 4 سنوات سيحصلون على دروس إلزامية حول العلاقات المثلية.' – هذا ليس تعليمًا، هذا تلاعب وتلقين للأطفال ومنعهم من تطوير شخصياتهم.,CONAN
179,31,Arabic,MIGRANTS,باكستان: 202 مليون نيجيريا: 193 مليون بنغلاديش: 165 مليون إثيوبيا: 107 مليون الكونغو: 84 مليون بريطانيا العظمى: 66 مليون 'الأقليات العرقية' لا تضحكني بحق الجحيم!,CONAN
180,32,Arabic,MIGRANTS,باكستان: 202 مليون نيجيريا: 193 مليون بنغلاديش: 165 مليون إثيوبيا: 107 مليون الكونغو: 84 مليون بريطانيا العظمى: 66 مليون 'الأقليات العرقية' لا تضحكني بحق الجحيم!,CONAN
181,33,Arabic,MIGRANTS,التقطت هذه الصورة في وانستيد، شرق لندن. منطقة بها منازل تزيد قيمتها عن مليون جنيه إسترليني. المتسولون في الشارع الرئيسي وشخص ينام على مقعد. لا نستطيع إيواء شعبنا ولكننا نجلب ملايين آخرين. الإشارة إلى أن التشرد بسبب الهجرة غير المنضبطة يجعلك توصف بـ 'العنصري'. (تعليق على صورة شخص مشرد ينام على مقعد),CONAN
182,34,Arabic,WOMEN,عندما تدمرون العالم أيها الحيوانات وتبدؤون بأكل بعضكم البعض، لأن هذا كل ما تجيدونه، سنظل نحن هنا، نحافظ على نقاء سلالتنا ضد كل الصعاب، نندم على اليوم الذي استمعنا فيه للنساء ورفعنا أقدامنا عن حناجركم.,CONAN
183,35,Arabic,other,ربما يجب على الأمم المتحدة أن تتحدث مع تلك الدول الآسيوية والأفريقية المسؤولة عن أكثر من 90٪ من تلوث المحيطات بدلاً من الإصرار على هذا الهراء حول تغير المناخ.,CONAN
184,36,Arabic,JEWS,قوتهم في حظر الأفلام ومعاقبة المخرجين دليل على أن اليهود يسيطرون على هوليوود.,CONAN
185,37,Arabic,WOMEN,لقد انتصر النسويون. مع رفض العديد من النساء الإنجاب، سيتم استبدالنا وسنفقد حضارتنا.,CONAN
186,38,Arabic,WOMEN,النساء مثل الأطفال في الأساس، يظللن هكذا معظم حياتهن. ناعمة وعاطفية. لقد دمر ذلك حضاراتنا الأبوية العظيمة.,CONAN
187,39,Arabic,JEWS,النازيون كانوا سيئين جدًا في قتل اليهود… في كل مكان ترى ناجٍ من الهولوكوست.,CONAN
188,40,Arabic,JEWS,النازيون كانوا سيئين جدًا في قتل اليهود… في كل مكان ترى ناجٍ من الهولوكوست.,CONAN
189,41,Arabic,JEWS,'الهولوكوست' هي عمل تجاري. لقد استُخدمت وما زالت تُستخدم لابتزاز ملايين الدولارات من الدول الأوروبية كتعويضات ولخلق جدار من الحصانة وراءه يمكن لليهود العمل بحرية دون انتقاد.,CONAN
190,42,Arabic,other,نشرت الحكومة البريطانية مؤخرًا ورقة حول 'الأضرار عبر الإنترنت' – بمعنى آخر، سيعملون مع المنظمات اليهودية والإسلامية لمكافحة الكراهية لفرض الرقابة على الإنترنت. (في إشارة إلى Tell Mama و CST و Stop Hate UK),CONAN
